filepath,filename,label,common_name,scientific_name,split
train_audio/rubthr1/XC289110.ogg,XC289110.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/iNat857160.ogg,iNat857160.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/XC289121.ogg,XC289121.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/iNat1151816.ogg,iNat1151816.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/XC620672.ogg,XC620672.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/XC313981.ogg,XC313981.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/iNat836925.ogg,iNat836925.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/iNat858156.ogg,iNat858156.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/iNat772222.ogg,iNat772222.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/iNat1706704.ogg,iNat1706704.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/iNat332657.ogg,iNat332657.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/XC415211.ogg,XC415211.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/iNat1279077.ogg,iNat1279077.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/XC164996.ogg,XC164996.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/iNat1241813.ogg,iNat1241813.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/XC614076.ogg,XC614076.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/iNat1615216.ogg,iNat1615216.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/iNat836924.ogg,iNat836924.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/iNat312443.ogg,iNat312443.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/XC299267.ogg,XC299267.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/iNat810356.ogg,iNat810356.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/iNat317135.ogg,iNat317135.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/iNat49908.ogg,iNat49908.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/XC400267.ogg,XC400267.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/iNat264731.ogg,iNat264731.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/iNat276456.ogg,iNat276456.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/XC421912.ogg,XC421912.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/iNat421698.ogg,iNat421698.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/iNat344147.ogg,iNat344147.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/iNat1652046.ogg,iNat1652046.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/iNat1668162.ogg,iNat1668162.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/XC605339.ogg,XC605339.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/XC838400.ogg,XC838400.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/iNat139344.ogg,iNat139344.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/iNat574777.ogg,iNat574777.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/XC200397.ogg,XC200397.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/iNat1712721.ogg,iNat1712721.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/iNat1691551.ogg,iNat1691551.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/XC856544.ogg,XC856544.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/iNat52897.ogg,iNat52897.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/iNat1684709.ogg,iNat1684709.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/iNat1278983.ogg,iNat1278983.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/iNat327564.ogg,iNat327564.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/iNat1105306.ogg,iNat1105306.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/iNat1666862.ogg,iNat1666862.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/XC251882.ogg,XC251882.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/iNat544859.ogg,iNat544859.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/iNat850317.ogg,iNat850317.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/XC678305.ogg,XC678305.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/iNat1666863.ogg,iNat1666863.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/XC812895.ogg,XC812895.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/XC82478.ogg,XC82478.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/XC293351.ogg,XC293351.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/XC451334.ogg,XC451334.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/XC457477.ogg,XC457477.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/iNat544636.ogg,iNat544636.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/XC292644.ogg,XC292644.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/iNat776743.ogg,iNat776743.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/iNat1705419.ogg,iNat1705419.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/iNat1199240.ogg,iNat1199240.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/iNat1146651.ogg,iNat1146651.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/XC174817.ogg,XC174817.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/iNat870334.ogg,iNat870334.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/XC203427.ogg,XC203427.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/XC575517.ogg,XC575517.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/XC293361.ogg,XC293361.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/iNat1654873.ogg,iNat1654873.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/XC212138.ogg,XC212138.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/iNat1251399.ogg,iNat1251399.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/iNat1630816.ogg,iNat1630816.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/iNat539246.ogg,iNat539246.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/XC1053005.ogg,XC1053005.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/iNat712464.ogg,iNat712464.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/iNat537275.ogg,iNat537275.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/iNat1666865.ogg,iNat1666865.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/iNat1677445.ogg,iNat1677445.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/XC32481.ogg,XC32481.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/XC394330.ogg,XC394330.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/iNat319381.ogg,iNat319381.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/XC799775.ogg,XC799775.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/XC188005.ogg,XC188005.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/XC393257.ogg,XC393257.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/XC387821.ogg,XC387821.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/iNat1650335.ogg,iNat1650335.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/XC289115.ogg,XC289115.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/iNat363018.ogg,iNat363018.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/XC394261.ogg,XC394261.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/iNat312537.ogg,iNat312537.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/XC289056.ogg,XC289056.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/iNat1278985.ogg,iNat1278985.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/XC598625.ogg,XC598625.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/iNat1622143.ogg,iNat1622143.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/iNat1684008.ogg,iNat1684008.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/XC293367.ogg,XC293367.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/iNat870811.ogg,iNat870811.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/XC82480.ogg,XC82480.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/iNat321534.ogg,iNat321534.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/iNat1256577.ogg,iNat1256577.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/XC200174.ogg,XC200174.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/iNat1181925.ogg,iNat1181925.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/XC144561.ogg,XC144561.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/XC855452.ogg,XC855452.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/XC289116.ogg,XC289116.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/XC293371.ogg,XC293371.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/XC292636.ogg,XC292636.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/XC212464.ogg,XC212464.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/iNat573857.ogg,iNat573857.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/iNat1714629.ogg,iNat1714629.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/iNat822051.ogg,iNat822051.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/XC293364.ogg,XC293364.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/iNat1082349.ogg,iNat1082349.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/iNat1234331.ogg,iNat1234331.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/XC342094.ogg,XC342094.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/XC1070609.ogg,XC1070609.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/iNat1627934.ogg,iNat1627934.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/XC358018.ogg,XC358018.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/XC289057.ogg,XC289057.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/XC1006659.ogg,XC1006659.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/XC520336.ogg,XC520336.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/iNat288755.ogg,iNat288755.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/XC676516.ogg,XC676516.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/iNat1581115.ogg,iNat1581115.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/iNat52896.ogg,iNat52896.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/iNat1720250.ogg,iNat1720250.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/iNat295189.ogg,iNat295189.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/XC440383.ogg,XC440383.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/XC812902.ogg,XC812902.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/XC147038.ogg,XC147038.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/iNat838375.ogg,iNat838375.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/iNat714751.ogg,iNat714751.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/iNat297915.ogg,iNat297915.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/XC115202.ogg,XC115202.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/iNat829410.ogg,iNat829410.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/XC293352.ogg,XC293352.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/XC236543.ogg,XC236543.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/XC556651.ogg,XC556651.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/iNat1227683.ogg,iNat1227683.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/XC670414.ogg,XC670414.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/iNat1241099.ogg,iNat1241099.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/iNat1707784.ogg,iNat1707784.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/iNat851734.ogg,iNat851734.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/XC537184.ogg,XC537184.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/XC383124.ogg,XC383124.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/XC32479.ogg,XC32479.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/XC293504.ogg,XC293504.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/iNat306438.ogg,iNat306438.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/iNat588517.ogg,iNat588517.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/XC148701.ogg,XC148701.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/XC289118.ogg,XC289118.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/iNat546228.ogg,iNat546228.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/iNat588095.ogg,iNat588095.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/XC513653.ogg,XC513653.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/iNat1205025.ogg,iNat1205025.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/iNat1438943.ogg,iNat1438943.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/iNat1627927.ogg,iNat1627927.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/XC292645.ogg,XC292645.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/iNat1278988.ogg,iNat1278988.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/XC677767.ogg,XC677767.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/XC289061.ogg,XC289061.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/XC289111.ogg,XC289111.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/iNat51132.ogg,iNat51132.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/iNat772456.ogg,iNat772456.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/XC293511.ogg,XC293511.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/XC52189.ogg,XC52189.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/iNat160456.ogg,iNat160456.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/iNat1672514.ogg,iNat1672514.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/XC284280.ogg,XC284280.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/iNat1670702.ogg,iNat1670702.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/iNat559281.ogg,iNat559281.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/XC293507.ogg,XC293507.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/XC1694.ogg,XC1694.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/XC1048627.ogg,XC1048627.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/XC214654.ogg,XC214654.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/iNat1697203.ogg,iNat1697203.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/iNat856943.ogg,iNat856943.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/iNat1281125.ogg,iNat1281125.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/iNat148785.ogg,iNat148785.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/iNat554940.ogg,iNat554940.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/XC52192.ogg,XC52192.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/XC131424.ogg,XC131424.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/XC1032057.ogg,XC1032057.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/XC351258.ogg,XC351258.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/XC974088.ogg,XC974088.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/iNat950752.ogg,iNat950752.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/XC973698.ogg,XC973698.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/iNat1688310.ogg,iNat1688310.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/iNat1239185.ogg,iNat1239185.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/iNat815154.ogg,iNat815154.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/iNat1691286.ogg,iNat1691286.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/XC293509.ogg,XC293509.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/XC422231.ogg,XC422231.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/XC82474.ogg,XC82474.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/XC210713.ogg,XC210713.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/XC940068.ogg,XC940068.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/XC934139.ogg,XC934139.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/iNat856789.ogg,iNat856789.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/XC761456.ogg,XC761456.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/XC586910.ogg,XC586910.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/iNat1251487.ogg,iNat1251487.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/XC1665.ogg,XC1665.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/iNat1650616.ogg,iNat1650616.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/iNat842426.ogg,iNat842426.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/iNat1679742.ogg,iNat1679742.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/XC82495.ogg,XC82495.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
train_audio/rubthr1/iNat1248624.ogg,iNat1248624.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train
