filepath,filename,label,common_name,scientific_name,split,duration,rms_mean,rms_std,zcr_mean,zcr_std,spectral_centroid_mean,spectral_centroid_std,spectral_bandwidth_mean,spectral_bandwidth_std,spectral_rolloff_mean,spectral_rolloff_std
train_audio/rubthr1/XC457477.ogg,XC457477.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train,22.282,0.033076927,0.025929831,0.36452806723348885,0.03817179184360023,5338.783877144161,502.08604968030926,2945.3121516099677,276.4131690549716,7698.772882268485,1103.16141810367
train_audio/rubthr1/iNat544636.ogg,iNat544636.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train,35.7546875,0.020342754,0.015821645,0.08294948091442952,0.05264241296242664,1820.4992703607418,638.8462306486911,1954.5534206228301,422.3906690009827,2775.803970917226,974.1859355303127
train_audio/rubthr1/XC292644.ogg,XC292644.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train,86.56978125,0.05631202,0.0845987,0.21163847371095915,0.06440975905491553,3944.4306132583515,827.5364003565653,2770.8579867895846,669.4373427006674,5751.663278506746,2148.2606426897787
train_audio/rubthr1/iNat776743.ogg,iNat776743.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train,28.0,0.0014796511,0.0002671283,0.07883636805753855,0.06256527598544115,2852.166753508527,912.6565875338182,3679.593965302444,264.79745425655824,6320.13849229012,1612.2138222311896
train_audio/rubthr1/iNat1705419.ogg,iNat1705419.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train,22.31434375,0.0018367734,0.002121322,0.0877576164874552,0.04127552343590134,2483.1593271061843,455.875220748176,3282.439676984784,625.6051341767021,4265.221774193548,1543.1576694872433
train_audio/rubthr1/iNat1199240.ogg,iNat1199240.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train,55.423125,0.017134175,0.007451295,0.06582803704171478,0.06431980695436197,2398.134630292154,1125.7154856278123,3211.430188100967,482.5296951272518,4754.149826789839,2229.2682406160416
train_audio/rubthr1/iNat1146651.ogg,iNat1146651.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train,4.754,0.001058761,0.00028416255,0.0706696990352349,0.030445660639127667,3307.890086728419,485.259177498589,3943.42371687792,368.7053827322485,7583.840184563758,1485.9667625750928
train_audio/rubthr1/XC174817.ogg,XC174817.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train,21.2636875,0.019866649,0.0059788083,0.11588100780662151,0.06338393319412355,2378.733291100492,699.0134173543613,2277.990105888496,288.88051679711214,4328.077972159518,1560.1382397556515
train_audio/rubthr1/iNat870334.ogg,iNat870334.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train,13.44,0.0037070054,0.005602293,0.19059573796076099,0.11692797013116815,4987.073786827279,1156.0773232756148,3871.9434039094062,727.5132135383848,9572.82996432818,1389.0460743046644
train_audio/rubthr1/XC203427.ogg,XC203427.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train,65.544,0.01253348,0.016717104,0.17596764782157676,0.05224120376633454,3202.8519431299987,699.04177098627,2044.1820073437502,599.2311920513532,4952.674975591896,1827.0985414648626
train_audio/rubthr1/XC575517.ogg,XC575517.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train,14.208,0.02112067,0.004516447,0.0619210928712036,0.03260365500922088,2230.1354869800803,407.7242221153201,2972.0493764316966,236.1699389189726,4146.899606299213,1007.4921840508916
train_audio/rubthr1/XC293361.ogg,XC293361.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train,90.93225,0.07632095,0.1260755,0.20784201679055242,0.06675685854708505,3979.0142384367737,921.4220433488858,2754.0898939880494,631.663216915124,6128.873262667136,2223.519516369936
train_audio/rubthr1/iNat1654873.ogg,iNat1654873.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train,24.53334375,0.018313562,0.017280335,0.09949542148794002,0.060530757914215756,2695.6897508300963,1215.4084744196646,3063.039851129327,692.2319377257927,5449.2544002607565,3250.734123115543
train_audio/rubthr1/XC212138.ogg,XC212138.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train,35.57878125,0.022309186,0.017756972,0.2629857783694919,0.06802266734055654,5505.390121316113,740.2525858930072,3961.6162568217337,360.81818884013586,10309.268210431655,1254.5519101033146
train_audio/rubthr1/iNat1251399.ogg,iNat1251399.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train,25.032,0.0039927796,0.003599754,0.04756358576277955,0.04394569493577928,1358.714018712465,654.0595040898943,1821.2605868449548,393.0236510835435,2463.3186900958467,1341.7359492843436
train_audio/rubthr1/iNat1630816.ogg,iNat1630816.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train,6.03428125,0.019754244,0.005703414,0.08357747395833333,0.02976435923673224,3022.0170740613216,386.5305488462317,3655.339108419533,231.58221748130367,7122.437169312169,795.0012622931331
train_audio/rubthr1/iNat539246.ogg,iNat539246.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train,14.0596875,0.012374705,0.011674342,0.13986452556171786,0.11516637354377786,3232.289664666727,1346.2167422551645,3478.304345318701,688.6096892576479,6712.635096700797,3208.000481769758
train_audio/rubthr1/XC1053005.ogg,XC1053005.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train,8.254,0.0029786078,0.0021003906,0.20461066194282945,0.05150205535014031,4450.599348664526,653.2942525434482,3830.8778770975887,484.9491255862534,8767.472141472868,1564.5286897905173
