filepath,filename,label,common_name,scientific_name,split,mfcc_1_mean,mfcc_1_std,mfcc_2_mean,mfcc_2_std,mfcc_3_mean,mfcc_3_std,mfcc_4_mean,mfcc_4_std,mfcc_5_mean,mfcc_5_std,mfcc_6_mean,mfcc_6_std,mfcc_7_mean,mfcc_7_std,mfcc_8_mean,mfcc_8_std,mfcc_9_mean,mfcc_9_std,mfcc_10_mean,mfcc_10_std,mfcc_11_mean,mfcc_11_std,mfcc_12_mean,mfcc_12_std,mfcc_13_mean,mfcc_13_std,mfcc_14_mean,mfcc_14_std,mfcc_15_mean,mfcc_15_std,mfcc_16_mean,mfcc_16_std,mfcc_17_mean,mfcc_17_std,mfcc_18_mean,mfcc_18_std,mfcc_19_mean,mfcc_19_std,mfcc_20_mean,mfcc_20_std
train_audio/rubthr1/XC293500.ogg,XC293500.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train,-251.68839,35.08161,60.02556,22.915459,-42.86928,19.408812,47.86942,15.331027,-27.583242,19.344444,2.9651208,16.186087,-17.169111,14.122278,-10.876167,13.278454,-0.95104533,15.779087,-2.9015324,12.933022,-7.7058277,10.953287,3.9870796,12.545221,-9.530134,10.277745,7.6512756,11.033358,-5.2753897,10.281098,-1.4137439,8.986398,2.047608,9.332098,-2.6360128,9.167668,2.0920963,8.79887,-1.5859585,8.989464
train_audio/rubthr1/XC763360.ogg,XC763360.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train,-479.55466,21.13744,110.78707,10.39034,-8.856867,18.20854,41.721214,14.161129,13.666959,15.167628,2.632439,14.157544,9.899211,15.447163,1.8189455,16.089506,10.673104,12.961292,15.335223,16.381084,-8.754378,12.75132,6.5317726,15.866138,0.2534689,13.54347,3.874757,15.340646,11.782428,12.710396,4.526108,11.007128,1.927043,9.492416,10.342273,8.095229,2.9927032,8.371622,4.987305,8.840555
train_audio/rubthr1/iNat1662806.ogg,iNat1662806.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train,-391.32938,43.39724,60.567204,20.978529,7.4451013,13.835517,18.39886,12.553927,7.7550244,15.530485,26.917704,11.967149,-25.48007,12.041071,26.681635,11.014832,6.1197677,10.631108,10.396607,11.864883,-1.0834185,12.476528,2.8191295,11.011063,15.618919,9.5130625,-1.7417114,10.507021,5.7575116,9.147843,4.2266564,10.112501,8.71646,8.947271,9.460236,8.253378,1.2034055,8.427842,4.406892,7.749556
train_audio/rubthr1/iNat798410.ogg,iNat798410.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train,-236.80911,88.55365,121.41438,17.95968,-9.068468,15.822466,38.547283,10.832374,0.6836993,10.033761,23.715786,8.4946995,4.4847536,7.8262596,4.8571687,7.2684135,8.378669,8.018893,3.3717792,7.4335985,3.8983443,6.1032224,-2.0684254,6.764649,6.213739,6.3675356,0.52265596,7.4706655,1.0940824,7.046118,1.8349051,5.6017156,1.2945503,5.9119596,2.6078393,5.5840406,-1.9158633,5.467494,3.7822886,5.6615562
train_audio/rubthr1/XC82482.ogg,XC82482.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train,-349.96298,60.26101,-26.021168,30.569447,-58.965664,14.667318,-0.29265004,9.900076,-32.937195,11.012743,12.247564,20.270292,-23.276283,18.927582,-29.359638,12.524783,13.693985,15.0715065,-2.309799,10.313332,-15.188609,13.20762,-1.316229,15.853636,-3.6640084,10.012011,5.566946,13.2137785,4.7189097,8.483943,-5.4170394,8.547468,-1.9619042,6.5242505,9.907652,6.765801,-9.38618,7.8050203,-3.5198,8.340212
train_audio/rubthr1/iNat148783.ogg,iNat148783.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train,-353.21368,39.79381,43.136803,12.244496,-6.3994455,35.433926,25.903698,14.868713,13.366165,24.724133,22.16823,11.716116,-10.766735,15.097726,8.609032,11.943874,-1.7770144,9.47664,9.456019,10.983793,7.277097,8.257085,-4.766458,7.636269,0.6358688,7.243572,-2.91509,8.662487,-1.7076275,7.4080544,6.7676573,9.497978,-6.9863915,6.8879967,-2.9671571,10.072023,-6.0818844,7.2673936,3.3591416,8.715883
train_audio/rubthr1/XC394552.ogg,XC394552.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train,-525.2839,36.442696,-25.53126,19.91452,-83.09277,19.899618,18.981777,14.106399,30.213715,20.281294,-7.8655953,14.550562,-4.871931,22.145542,7.1538353,13.561919,-6.082177,12.915344,4.2622566,16.156538,-3.15442,18.65411,-4.4356256,14.5469055,2.3225875,13.409106,6.6339965,12.266183,-3.2378306,11.2671385,-3.4799163,10.767709,3.657595,9.337847,-1.4857068,8.307333,-0.3348824,8.272888,2.1794474,8.397652
train_audio/rubthr1/iNat334710.ogg,iNat334710.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train,-362.75113,52.744774,9.184167,26.769524,2.4789338,21.75581,29.463938,13.674056,-24.702778,9.170343,11.368445,8.437144,-2.3014278,9.042961,-2.6559389,11.057014,-2.6904998,9.850107,4.4959183,10.027823,-0.4317483,8.6419935,6.2371645,8.3660145,3.2563934,7.632617,5.2385235,6.2683954,4.401384,5.555218,8.699344,6.10326,-2.549967,6.2934866,9.132363,6.8892903,-0.41105554,7.4635735,4.8332586,6.007489
train_audio/rubthr1/iNat772218.ogg,iNat772218.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train,-335.8788,98.19945,74.94837,31.009863,-49.468403,21.38038,44.51649,20.132998,-12.613624,14.426831,3.3932128,11.649382,2.5494041,11.078964,5.259615,8.997282,-5.217198,7.8220277,6.234285,9.375865,6.4677725,6.6337657,-9.4060755,8.265406,-5.1364684,6.6091533,-0.8681608,8.230737,-8.263139,6.4695764,-2.3978307,6.430282,-12.290045,6.9427767,3.5373201,6.579005,-6.2454324,6.4936867,0.7942249,6.0929313
train_audio/rubthr1/iNat852442.ogg,iNat852442.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train,-68.645615,133.27716,86.81902,32.108288,-79.58444,12.184506,-8.564844,14.627582,20.640896,7.5283437,-4.6905713,5.6117296,-8.7494335,2.711504,24.44403,5.374307,-7.993322,5.079992,-21.949837,8.310919,2.3383274,4.4681706,-2.489987,8.9002495,-14.6079,10.407051,3.414168,6.067075,10.505602,13.162123,0.41568837,10.422592,7.835356,4.1920567,7.9938216,7.850304,-10.731401,16.157469,-3.1854892,13.000204
train_audio/rubthr1/XC611393.ogg,XC611393.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train,-289.7959,16.383827,82.893814,4.9405913,-115.520515,10.382006,23.703266,6.0179687,-26.983164,8.6398115,13.1444845,6.2811317,-28.402056,7.8939104,-4.37025,6.439667,-13.33844,7.382983,-5.958795,6.938013,-13.8136015,7.158323,-13.079021,6.8046927,-0.6263607,6.243523,-6.175825,6.2387924,-3.9568608,5.666261,-4.4344845,5.7844605,0.1386491,5.7874613,-3.8975258,4.797837,-3.8587406,6.2636876,-4.461568,4.7596335
train_audio/rubthr1/XC289110.ogg,XC289110.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train,-209.78703,23.413277,48.719425,13.947641,-10.562043,21.645714,23.894121,11.59994,-6.1447954,15.347664,-3.695365,10.44768,-24.741737,10.898088,-1.5340472,11.307891,-8.373879,10.976081,0.3503361,10.026259,-21.443714,9.321183,8.710466,8.529816,-9.102719,8.5755625,6.0090723,7.883775,-4.3028865,7.727845,0.22600299,6.61134,0.9319879,7.272173,0.0097033065,6.3464127,0.9605218,6.743683,-1.8067608,5.853303
train_audio/rubthr1/iNat857160.ogg,iNat857160.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train,-481.2612,56.734356,136.20087,26.731499,-20.275768,24.766973,41.390495,19.415943,6.610602,17.974394,-4.252185,13.5460615,10.917361,14.480893,-1.0033501,10.03223,7.0018644,12.01114,1.5932294,9.233379,-0.4780433,8.968519,-1.7767023,8.642923,0.70086896,8.174397,3.5565727,8.129236,-5.407609,6.637649,-0.478787,6.9131174,-0.92932117,5.822196,-4.852732,5.641579,-1.4631121,5.7498655,-5.2247972,5.4080963
train_audio/rubthr1/XC289121.ogg,XC289121.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train,-381.21603,37.666954,55.251423,20.259905,-31.045158,34.386982,9.284647,20.94414,15.118278,22.620758,9.123447,18.53012,-9.684337,21.064058,-12.108244,14.162569,2.3006234,14.211809,6.9537725,15.152399,-7.6645894,15.118595,0.07939515,12.611398,-1.8058988,12.742491,6.470296,11.23584,1.4824846,10.486741,-2.86764,9.62114,4.0965047,8.138939,-0.58071417,8.1617565,1.9215606,7.9293137,-4.634527,9.163625
train_audio/rubthr1/iNat1151816.ogg,iNat1151816.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train,-563.0074,41.08217,132.1139,23.338276,1.6068432,21.516966,8.227336,14.171706,3.2420106,9.191468,16.49259,11.495106,13.079899,8.036065,7.9445853,9.105813,-1.6958059,8.804138,3.55507,8.600132,8.037392,8.572311,3.0352104,7.2211804,-1.5095832,7.3271494,7.268204,7.0832753,0.8473893,6.916819,6.278219,6.7338223,-4.473344,6.567985,7.448168,6.50479,1.7680657,7.008776,3.9456158,6.8507223
train_audio/rubthr1/XC620672.ogg,XC620672.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train,-225.83728,45.20813,77.26701,15.545332,-44.465904,14.346925,36.772167,11.771308,21.164598,9.629913,5.69599,8.842177,-6.147928,9.943866,12.947651,8.12599,5.7697,8.39337,4.508192,6.80975,5.6660295,8.098743,6.4240417,6.8016996,2.9030414,7.4473267,10.106743,6.7978573,0.49941298,6.8789697,3.5290911,6.215822,6.8168373,6.3244057,5.733272,5.670755,-0.044557873,5.4982643,1.4486339,5.2699747
train_audio/rubthr1/XC313981.ogg,XC313981.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train,-224.63007,31.074812,60.2904,15.691968,-37.69616,16.69243,32.220016,19.89061,-29.001453,12.572822,35.357193,15.072781,-1.7957325,11.203599,10.6594715,9.198066,17.861992,10.940321,0.43754956,8.424201,-4.427149,7.8071136,8.246935,8.282958,8.916748,7.4891367,4.875659,7.367593,6.93414,7.3233485,4.6565585,7.211229,-2.015205,6.6978083,14.605335,6.556213,-4.9929004,6.4140506,6.6824064,5.982255
train_audio/rubthr1/iNat836925.ogg,iNat836925.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train,-266.66855,23.501581,137.90909,13.864517,-20.890467,12.705356,36.51712,11.089936,-4.500814,10.338588,20.760067,9.201802,-7.270845,7.1581836,11.675213,7.497002,6.505983,7.2019567,6.9596863,6.425314,-2.9482384,7.2983513,6.358187,6.484623,0.16096093,6.175409,2.0354657,6.357771,-3.6089323,6.10881,7.1767573,6.151503,-0.55049974,5.402847,3.375113,5.974184,-6.4435425,5.1291723,6.172619,5.878458
train_audio/rubthr1/iNat858156.ogg,iNat858156.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train,-523.7992,24.33502,5.4929843,16.59536,33.890095,17.80124,22.339792,14.079599,-7.516728,14.941231,59.86082,10.118435,-32.246002,14.906208,54.647617,12.856708,-10.152386,11.201199,26.158604,11.949828,12.7620125,10.36165,-6.235512,11.337505,23.051712,8.849073,-0.1770884,13.052951,5.9884357,8.854789,-3.934365,9.55303,3.6121953,7.7926564,-3.37422,8.91553,3.2850568,7.8846326,-2.638312,7.97867
train_audio/rubthr1/iNat772222.ogg,iNat772222.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train,-452.24283,54.16469,79.45459,30.083178,-0.4768068,19.56225,74.36077,21.723991,-14.608799,15.471251,13.135829,14.5328865,-0.3048796,12.650907,3.59149,9.654003,0.40918288,10.784609,-7.3357806,11.710426,6.997457,9.275839,-5.6854644,8.245183,-0.9465527,7.744703,4.789974,7.192239,-10.502255,7.700261,1.2206359,8.12436,-11.447004,7.10455,2.1778193,6.9304123,-9.218189,7.483819,-3.3866193,6.6242228
train_audio/rubthr1/iNat1706704.ogg,iNat1706704.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train,-389.54382,18.608675,101.95416,16.239994,-9.808947,15.031589,41.96487,11.706865,12.956789,10.142016,28.422695,8.892292,5.3060355,8.607302,7.296204,7.5553937,13.652599,6.7087173,6.8698235,6.9877353,12.695888,7.1390953,-0.5096316,5.995322,8.739161,6.8697643,5.1209264,5.713174,2.192081,5.4996767,4.616097,6.4622474,2.0779786,5.183073,-0.75580895,5.680679,1.9541852,4.98171,3.1682785,5.6375103
train_audio/rubthr1/iNat332657.ogg,iNat332657.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train,-376.43332,54.644657,95.02181,18.32369,-44.649235,19.057148,25.65531,10.118173,-6.5964026,12.093906,7.266488,9.700213,-17.080584,13.916615,13.818802,10.360877,1.2817166,11.538585,4.4561434,9.503687,-0.4189884,8.971456,-7.396176,9.029915,8.336967,9.136151,-4.1232934,9.240018,7.3160396,8.894343,-9.035287,8.317358,1.7560282,7.230797,-3.5007493,6.8995447,-6.941404,6.232646,-2.760935,6.55028
train_audio/rubthr1/XC415211.ogg,XC415211.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train,-223.5114,16.654387,41.079304,13.931217,24.802883,15.857232,29.452818,11.699316,0.3220785,10.385804,25.67786,7.644871,8.123989,7.841649,0.6657408,6.6582417,20.875694,7.267858,2.5276208,7.1292243,2.1300642,7.048206,21.103308,6.606313,-8.541732,5.4542255,13.019375,5.1923304,7.3524365,5.2628517,-1.1393818,5.0135746,8.623395,4.869546,7.894085,4.80133,-0.9515498,5.1060843,11.980011,5.045068
train_audio/rubthr1/iNat1279077.ogg,iNat1279077.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train,-466.67245,45.5887,83.689835,12.329875,-14.899671,14.150374,-11.976894,9.578846,-1.0175167,10.972815,-5.2570095,6.8923283,-10.498956,9.755026,-9.08111,7.42367,-4.609164,7.570947,0.018267013,6.4120417,-6.0746474,7.346572,-0.12719992,6.274489,-1.6999558,6.680339,5.255266,6.137619,-0.6018519,6.51017,0.8510795,5.4608717,-0.0727384,5.592857,1.1370796,4.905816,-2.0820649,5.3003216,0.00047562315,4.9600825
train_audio/rubthr1/XC164996.ogg,XC164996.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train,-468.47012,36.44954,-48.93766,25.303476,-130.90051,18.699238,1.1026956,21.782042,-12.212928,19.447853,-29.859005,15.7662525,-18.982899,18.117985,6.46062,14.922771,8.920154,12.95161,17.72083,13.538861,8.940399,11.240449,9.394306,13.298516,6.524484,11.887688,5.6703153,11.660826,-3.6078346,10.786922,-4.1769214,8.328028,-11.65655,7.394296,-3.867719,6.847353,-7.6974487,7.5103736,-0.59515744,8.5474205
train_audio/rubthr1/iNat1241813.ogg,iNat1241813.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train,-538.7947,41.376102,78.26615,23.036167,-22.912842,24.60302,45.24482,21.575165,11.367834,19.992077,-3.8343306,15.173998,0.19746055,17.538584,-7.427269,15.399267,-2.7150614,13.797446,9.363471,14.795797,-8.740483,12.842122,-0.847101,14.3688755,2.3727555,11.700334,7.7997413,13.008674,0.8149772,10.22832,-1.1984869,10.984999,6.5054474,9.766607,0.76794875,9.657753,0.48406062,9.248963,-1.4925538,8.5705385
train_audio/rubthr1/XC614076.ogg,XC614076.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train,-215.47725,34.746605,114.87247,25.538393,31.072208,12.132441,28.642706,8.389156,-3.6212852,8.320601,17.203526,7.516088,10.148593,6.491515,12.661081,6.881822,-6.5733933,7.4684277,11.140247,6.1162944,0.25946042,5.9563313,0.39871642,5.767105,0.1999983,5.345171,6.330729,6.7293296,-6.0400085,5.843119,7.0871267,5.839794,-1.5249135,4.7613006,1.2609924,4.8476315,1.8191075,4.881014,3.1400723,4.7300296
train_audio/rubthr1/iNat1615216.ogg,iNat1615216.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train,42.08685,62.58013,18.260462,8.727453,-30.815937,11.322939,29.162365,2.9145477,-13.799413,7.2615943,0.40875357,7.6800556,8.03365,10.175732,-29.244915,8.2725725,0.7680666,3.913201,2.0606854,4.2351456,2.9765952,5.6912484,9.088473,11.283999,0.54716223,5.068922,11.795179,5.4789386,-8.517916,4.673219,0.7863877,4.4400225,15.336344,8.368158,-14.234385,2.8072696,2.3456054,1.4954673,6.2676115,1.5908582
train_audio/rubthr1/iNat836924.ogg,iNat836924.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train,-235.4763,26.589535,136.86041,15.597263,-17.692358,9.847061,32.933834,7.77012,-9.468239,7.5362563,20.549034,5.699535,0.57701445,6.308528,12.476079,5.3102345,5.708987,5.4010525,7.338171,5.3485174,3.554112,6.0910664,4.4631906,5.178934,-0.34871808,5.0154047,3.0129666,5.0382123,-0.098695554,5.0958233,7.7275295,4.93983,-1.5087247,4.496065,3.5789034,4.7707953,-4.5869193,4.6265674,6.8257604,4.6263037
train_audio/rubthr1/iNat312443.ogg,iNat312443.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train,-398.65494,23.60468,128.9843,17.04572,31.711727,12.951849,20.695694,14.46112,7.006436,13.635688,9.234229,8.639181,5.6041365,8.530941,8.958239,7.7657747,11.278762,8.443062,3.2440767,6.637447,0.15502556,6.9318385,4.3242793,7.237874,7.4770427,6.568864,4.23188,6.1159706,3.1692884,6.010104,4.388682,5.6407437,3.9136326,5.4584107,2.9964976,5.114435,3.088968,5.2849045,2.5855012,4.9027143
train_audio/rubthr1/XC299267.ogg,XC299267.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train,-426.29477,27.755638,23.065275,11.966494,-25.655241,11.998055,0.74442047,7.033073,-9.776121,8.543453,-10.671977,8.963104,-2.8348243,9.263369,-26.153797,8.090657,3.834141,7.364452,-15.306609,6.884377,-12.534914,6.9431367,-3.4820142,7.3580627,-19.258532,7.0285945,0.8641665,6.7855167,-14.7460165,6.5110626,-13.597219,7.626835,-1.5931312,6.892587,-14.127237,6.3085833,-8.04068,6.634124,1.389619,6.9070153
train_audio/rubthr1/iNat810356.ogg,iNat810356.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train,-259.21945,29.001179,96.3111,15.314505,-7.355775,11.610138,24.723944,9.52453,-17.073004,8.3448515,23.2051,7.9518147,-11.455491,8.779742,9.547475,7.4232774,-8.30095,6.4845176,9.093406,6.586752,-13.744394,6.722103,2.9814348,6.526716,-4.975391,6.6417513,-2.9430573,5.7539806,-3.0071225,5.364168,-2.8789687,5.1013355,-7.124592,5.2587395,0.66439855,5.113794,-8.637904,4.6508126,1.276913,4.8866353
train_audio/rubthr1/iNat317135.ogg,iNat317135.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train,-485.52655,21.296331,91.683174,10.906117,7.4615226,9.459703,13.530604,6.3977413,17.400629,8.414732,21.293427,7.563426,7.093158,7.37372,15.142436,7.226034,10.498412,6.7405853,15.353646,7.3765054,3.7060056,6.0946574,5.8895483,6.65573,1.1227337,5.8378434,11.136655,6.417745,1.3509182,5.8144193,4.917962,5.5447793,-0.79700714,5.138619,5.4033546,5.3719044,-1.4700751,4.8366275,7.340902,5.1843076
train_audio/rubthr1/iNat49908.ogg,iNat49908.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train,-390.8852,56.133247,73.66724,22.265133,-21.466923,19.783268,30.956413,15.388818,-13.786426,18.884773,27.8872,14.17829,-17.547976,18.766619,3.0182984,13.506619,12.510734,12.646449,-3.0566974,13.791523,-5.5780673,12.020631,-7.7280283,11.246299,0.5063188,13.03151,-1.1776099,10.618182,-13.556583,11.740154,-5.7076483,9.795551,-3.8120418,8.656627,-2.8659403,7.4601507,-5.997731,8.465725,-3.6349838,7.30414
train_audio/rubthr1/XC400267.ogg,XC400267.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train,-340.733,32.283997,60.91618,9.580026,-39.221386,21.283243,10.172611,11.258367,-20.505575,12.24218,9.169875,8.328811,-10.7349415,6.33209,-17.716673,10.327304,7.0639906,7.6944556,-18.457563,9.433291,-0.16834316,8.916633,0.7571325,8.583008,-19.13316,10.104234,12.400925,6.528495,-15.521613,7.8951817,-2.577309,6.88443,-0.75233495,5.368202,-8.891662,5.7192416,-0.21011102,5.7140565,1.6948615,6.4054623
train_audio/rubthr1/iNat264731.ogg,iNat264731.ogg,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,train,-394.42587,29.714413,126.43905,27.290861,31.063776,9.409147,17.240047,11.795099,13.309323,10.543589,17.025066,7.996653,3.7734966,5.7840657,10.607541,7.784122,3.6705732,7.1947756,8.355345,6.285418,3.4068198,7.5341306,6.8685427,6.2800226,2.6478462,6.3337092,4.110312,5.633673,1.0664835,5.9926324,4.006739,6.5521736,-1.1991385,5.732614,0.8395788,5.434056,-2.0034404,5.262733,1.3033887,5.493288
